"","pollster","sponsors","display_name","fte_grade","start_date","end_date","sample_size","population","year","election_date","candidate_name","state","st_fips","cd_fips","st_cd_fips","dem_cand","rep_cand","DEM","REP"
"1113","Clout Research",NA,"Clout Research","B/C","8/13/18","8/13/18","338","lv","2018","11/6/18","Christopher L. Jacobs","New York","36","27","3627","Carolyn Bourdeaux","Christopher L. Jacobs","46","46.3"
"1114","Clout Research",NA,"Clout Research","B/C","8/13/18","8/13/18","338","lv","2018","11/6/18","David G. Bellavia","New York","36","27","3627","Carolyn Bourdeaux","David G. Bellavia","46","43.5"
"1115","Clout Research",NA,"Clout Research","B/C","8/13/18","8/13/18","338","lv","2018","11/6/18","Nick Langworthy","New York","36","27","3627","Carolyn Bourdeaux","Nick Langworthy","46","42.1"
"1116","Tulchin Research",NA,"Tulchin Research","B/C","8/9/18","8/13/18","400","lv","2018","11/6/18","Rob Woodall","Georgia","13","07","1307","Hiral Tipirneni","Rob Woodall","40","44"
"1117","Lake Research",NA,"Lake Research Partners","A/B","8/7/18","8/13/18","400","lv","2018","11/6/18","Debbie Lesko","Arizona","04","08","0408","Josh Gottheimer","Debbie Lesko","36","49"
"1118","Tel Opinion Research",NA,"Tel Opinion Research","B/C","8/9/18","8/12/18","400","rv","2018","11/6/18","John McCann","New Jersey","34","05","3405","Andy Kim","John McCann","40","39"
"1119","Monmouth U.",NA,"Monmouth University","A","8/7/18","8/9/18","401","v","2018","11/6/18","Tom MacArthur","New Jersey","34","03","3403","Andy Kim","Tom MacArthur","c(45, 46)","41"
"1120","Monmouth U.",NA,"Monmouth University","A","8/7/18","8/9/18","300","lv","2018","11/6/18","Tom MacArthur","New Jersey","34","03","3403","Steven A. Horsford","Tom MacArthur","41","c(44, 43)"
"1121","Moore Information","NRCC","Moore Information","B/C","8/4/18","8/7/18","400","lv","2018","11/6/18","Cresent Hardy","Nevada","32","04","3204","Gilbert Cisneros","Cresent Hardy","53","41"
"1122","Tulchin Research",NA,"Tulchin Research","B/C","8/1/18","8/6/18","600","lv","2018","11/6/18","Young Kim","California","06","39","0639","Tim Bjorkman","Young Kim","33","42"
"1123","POS",NA,"Public Opinion Strategies","A-","8/1/18","8/5/18","400","lv","2018","11/6/18","Dusty Johnson","South Dakota","46","01","4601","Danny O'Connor","Dusty Johnson","47","54"
"1124","Emerson College Polling Society",NA,"Emerson College","A-","8/2/18","8/4/18","431","lv","2018","8/7/18","Troy Balderson","Ohio","39","12","3912","Mike Siegel","Troy Balderson","36","46"
"1125","Blink Insights",NA,"Blink Insights",NA,"7/31/18","8/4/18","524","rv","2018","11/6/18","Michael McCaul","Texas","48","10","4810","Colin Allred","Michael McCaul","45","39"
"1126","GBAO",NA,"GBAO","B/C","7/30/18","8/1/18","500","lv","2018","11/6/18","Pete Sessions","Texas","48","32","4832","Randy Wadkins","Pete Sessions","28.18","47"
"1127","Triumph Campaigns","Y'all Politics","Triumph Campaigns","B/C","7/30/18","7/31/18","525","lv","2018","11/6/18","Trent Kelly","Mississippi","28","01","2801","Bennie G. Thompson","Trent Kelly","50.66","57.19"
"1128","Triumph Campaigns","Y'all Politics","Triumph Campaigns","B/C","7/30/18","7/31/18","525","lv","2018","11/6/18","Mary Brannon","Mississippi","28","03","2803","Mary Brannon","Michael Guest","26.87","56.11"
"1129","Triumph Campaigns","Y'all Politics","Triumph Campaigns","B/C","7/30/18","7/31/18","525","lv","2018","11/6/18","Jeramey Anderson","Mississippi","28","04","2804","Jeramey Anderson","Steven Palazzo","36.68","53.66"
"1130","Monmouth U.",NA,"Monmouth University","A","7/26/18","7/31/18","512","v","2018","8/7/18","Danny O'Connor","Ohio","39","12","3912","Danny O'Connor","Troy Balderson","43","44"
"1131","Monmouth U.",NA,"Monmouth University","A","7/26/18","7/31/18","344","lv","2018","8/7/18","Danny O'Connor","Ohio","39","12","3912","Danny O'Connor","Troy Balderson","44","49"
"1132","Monmouth U.",NA,"Monmouth University","A","7/26/18","7/31/18","423","lv","2018","8/7/18","Danny O'Connor","Ohio","39","12","3912","Danny O'Connor","Troy Balderson","c(45, 46)","c(46, 45)"
"1133","Global Strategy Group",NA,"Global Strategy Group","B/C","7/26/18","7/31/18","500","lv","2018","11/6/18","Katie Porter","California","06","45","0645","Katie Porter","Mimi Walters","44","45"
"1134","Global Strategy Group","End Citizens United","Global Strategy Group","B/C","7/26/18","7/30/18","400","lv","2018","11/6/18","Brendan Kelly","Illinois","17","12","1712","Brendan Kelly","Mike Bost","41","50"
"1135","Mellman",NA,"Mellman Group","B/C","7/25/18","7/30/18","400","lv","2018","11/6/18","Jared Forrest Golden","Maine","23","02","2302","Jared Forrest Golden","Bruce Poliquin","c(39, 47, 48, 51)","c(40, 48, 48, 49)"
"1136","PPP","End Citizens United","Public Policy Polling","A-","7/27/18","7/29/18","617","v","2018","8/7/18","Danny O'Connor","Ohio","39","12","3912","Danny O'Connor","Troy Balderson","44","48"
"1137","Gravis Marketing",NA,"Gravis Marketing","B","7/24/18","7/29/18","884","lv","2018","11/6/18","Lisa Blunt Rochester","Delaware","10","01","1001","Lisa Blunt Rochester","Lee Murphy","c(46, 46)","39"
"1138","Gravis Marketing",NA,"Gravis Marketing","B","7/24/18","7/29/18","884","lv","2018","11/6/18","Scott Walker","Delaware","10","01","1001","Chris Hunter","Scott Walker","29.7","38"
"1139","St. Pete Polls","Florida Politics","St. Pete Polls","B+","7/28/18","7/28/18","615","rv","2018","11/6/18","Gus Michael Bilirakis","Florida","12","12","1212","David Shapiro","Gus Michael Bilirakis","34.5","49.1"
"1140","St. Pete Polls","Florida Politics","St. Pete Polls","B+","7/28/18","7/28/18","681","lv","2018","11/6/18","Vern Buchanan","Florida","12","16","1216","Jana Lynne Sanchez","Vern Buchanan","39","44"
"1141","PPP",NA,"Public Policy Polling","A-","7/27/18","7/28/18","576","v","2018","11/6/18","Ron Wright","Texas","48","06","4806","Dana Balter","Ron Wright","47","48"
"1142","PPP","Speak Out Central New York","Public Policy Polling","A-","7/26/18","7/27/18","785","v","2018","11/6/18","John Katko","New York","36","24","3624","Sean Casten","John Katko","37.3","43"
"1143","Victory Research",NA,"Victory Research","B/C","7/23/18","7/25/18","600","lv","2018","11/6/18","Peter J. Roskam","Illinois","17","06","1706","Andrew Janz","Peter J. Roskam","43","44.2"
"1144","Tulchin Research",NA,"Tulchin Research","B/C","7/22/18","7/25/18","400","lv","2018","11/6/18","Devin Nunes","California","06","22","0622","Ammar Campa-Najjar","Devin Nunes","42","48"
"1145","Tulchin Research",NA,"Tulchin Research","B/C","7/17/18","7/23/18","400","lv","2018","11/6/18","Duncan Hunter","California","06","50","0650","Conor Lamb","Duncan Hunter","51","51"
"1146","Monmouth U.",NA,"Monmouth University","A","7/19/18","7/22/18","401","v","2018","11/6/18","Keith J. Rothfus","Pennsylvania","42","17","4217","Conor Lamb","Keith J. Rothfus","c(53, 54)","39"
"1147","Monmouth U.",NA,"Monmouth University","A","7/19/18","7/22/18","355","lv","2018","11/6/18","Keith J. Rothfus","Pennsylvania","42","17","4217","Mikie Sherrill","Keith J. Rothfus","42","c(39.5, 39)"
"1148","National Research",NA,"National Research","A/B","7/18/18","7/22/18","400","lv","2018","11/6/18","Jay Webber","New Jersey","34","11","3411","Steven A. Horsford","Jay Webber","c(42, 49)","36"
"1149","Global Strategy Group",NA,"Global Strategy Group","B/C","7/17/18","7/22/18","500","lv","2018","11/6/18","Cresent Hardy","Nevada","32","04","3204","Debbie Mucarsel-Powell","Cresent Hardy","41","c(32, 40)"
"1150","GBAO","DCCC","GBAO","B/C","7/16/18","7/22/18","500","lv","2018","11/6/18","Carlos Curbelo","Florida","12","26","1226","Tim Bjorkman","Carlos Curbelo","33","48"
"1151","PPP",NA,"Public Policy Polling","A-","7/19/18","7/20/18","641","rv","2018","11/6/18","Dusty Johnson","South Dakota","46","01","4601","James A. Thompson","Dusty Johnson","38.4","43"
"1152","Change Research",NA,"Change Research","B-","7/17/18","7/19/18","1896","lv","2018","11/6/18","Ron Estes","Kansas","20","04","2004","Mike Levin","Ron Estes","43","42.1"
"1153","POS",NA,"Public Opinion Strategies","A-","7/15/18","7/17/18","400","lv","2018","11/6/18","Diane L. Harkey","California","06","49","0649","Andrew Janz","Diane L. Harkey","41","46"
"1154","Strategies 360",NA,"Strategies 360","B/C","7/12/18","7/17/18","500","lv","2018","11/6/18","Devin Nunes","California","06","22","0622","Jason Crow","Devin Nunes","47","53"
"1155","Global Strategy Group",NA,"Global Strategy Group","B/C","7/11/18","7/17/18","506","lv","2018","11/6/18","Mike Coffman","Colorado","08","06","0806","Kathy Manning","Mike Coffman","35","45"
"1156","SurveyUSA","Civitas Institute","SurveyUSA","A","7/12/18","7/16/18","537","lv","2018","11/6/18","Ted Budd","North Carolina","37","13","3713","Salud Carbajal","Ted Budd","47","40"
"1157","Olive Tree Strategies",NA,"Olive Tree Strategies",NA,"7/12/18","7/15/18","404","lv","2018","11/6/18","Justin Donald Fareed","California","06","24","0624","Rob Davidson","Justin Donald Fareed","28","46"
"1158","Lake Research",NA,"Lake Research Partners","A/B","7/12/18","7/15/18","400","lv","2018","11/6/18","Bill Huizenga","Michigan","26","02","2602","Harley Rouda","Bill Huizenga","46","50"
"1159","Monmouth U.",NA,"Monmouth University","A","7/11/18","7/15/18","402","v","2018","11/6/18","Dana Rohrabacher","California","06","48","0648","Harley Rouda","Dana Rohrabacher","c(47, 48)","43"
"1160","Monmouth U.",NA,"Monmouth University","A","7/11/18","7/15/18","361","lv","2018","11/6/18","Dana Rohrabacher","California","06","48","0648","Randy Bryce","Dana Rohrabacher","41","c(44.5, 44)"
"1161","Global Strategy Group",NA,"Global Strategy Group","B/C","7/11/18","7/15/18","401","lv","2018","11/6/18","Bryan Steil","Wisconsin","55","01","5501","Katie Hill","Bryan Steil","47","40"
"1162","IMGE Insights",NA,"IMGE Insights","B/C","7/9/18","7/12/18","400","rv","2018","11/6/18","Stephen Knight","California","06","25","0625","Jason Crow","Stephen Knight","45","47"
"1163","IMGE Insights",NA,"IMGE Insights","B/C","7/9/18","7/12/18","400","rv","2018","11/6/18","Mike Coffman","Colorado","08","06","0806","Antonio Delgado","Mike Coffman","44","45"
"1164","IMGE Insights",NA,"IMGE Insights","B/C","7/9/18","7/12/18","400","rv","2018","11/6/18","John J. Faso","New York","36","19","3619","Cindy Axne","John J. Faso","45","49"
"1165","Anzalone Liszt Grove",NA,"ALG Research","B/C","7/8/18","7/12/18","500","lv","2018","11/6/18","David Young","Iowa","19","03","1903","Jason Crow","David Young","41","41"
"1166","Normington, Petts & Associates","End Citizens United","Normington, Petts & Associates","B/C","7/9/18","7/11/18","400","lv","2018","11/6/18","Mike Coffman","Colorado","08","06","0806","Amy McGrath","Mike Coffman","50","44"
"1167","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","7/7/18","7/10/18","461","lv","2018","11/6/18","Andy Barr","Kentucky","21","06","2106","Joseph Kopser","Andy Barr","26.8","43"
"1168","Change Research","314 PAC | 314 Action","Change Research","B-","7/5/18","7/9/18","672","rv","2018","11/6/18","Chip Roy","Texas","48","21","4821","Cristina McNeil","Chip Roy","27","32.9"
"1169","Dan Jones","IdahoPoliticsWeekly.com","Dan Jones & Associates","B","6/22/18","7/9/18","315","a","2018","11/6/18","Russ Fulcher","Idaho","16","01","1601","Aaron Swisher","Russ Fulcher","23","35"
"1170","Dan Jones","IdahoPoliticsWeekly.com","Dan Jones & Associates","B","6/22/18","7/9/18","285","a","2018","11/6/18","Mike Simpson","Idaho","16","02","1602","Daniel Kent McCready","Mike Simpson","43","59"
"1171","SurveyUSA","Civitas Institute","SurveyUSA","A","7/5/18","7/8/18","543","lv","2018","11/6/18","Mark Harris","North Carolina","37","09","3709","Aftab Pureval","Mark Harris","47","36"
"1172","GBAO",NA,"GBAO","B/C","6/28/18","7/1/18","500","lv","2018","11/6/18","Steve Chabot","Ohio","39","01","3901","Josh Harder","Steve Chabot","48","49"
"1173","Garin Hart Yang","DCCC","Garin-Hart-Yang Research Group","B-","6/27/18","7/1/18","501","lv","2018","11/6/18","Jeff Denham","California","06","10","0610","Elaine G. Luria","Jeff Denham","44","48"
"1174","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","6/26/18","7/1/18","404","lv","2018","11/6/18","Scott W. Taylor","Virginia","51","02","5102","Antonio Delgado","Scott W. Taylor","49","48"
"1175","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","6/27/18","6/28/18","545","lv","2018","11/6/18","John J. Faso","New York","36","19","3619","Anthony Flaccavento","John J. Faso","41","42"
"1176","Thirty-Ninth Street Strategies",NA,"Thirty-Ninth Street Strategies","B/C","6/24/18","6/28/18","400","lv","2018","11/6/18","H. Morgan Griffith","Virginia","51","09","5109","Mike Levin","H. Morgan Griffith","44","48"
"1177","Feldman Group",NA,"Feldman Group","B/C","6/24/18","6/27/18","400","lv","2018","11/6/18","Diane L. Harkey","California","06","49","0649","Mikie Sherrill","Diane L. Harkey","40","41"
"1178","Monmouth U.",NA,"Monmouth University","A","6/22/18","6/25/18","406","v","2018","11/6/18","Jay Webber","New Jersey","34","11","3411","Mikie Sherrill","Jay Webber","c(44, 45)","38"
"1179","Monmouth U.",NA,"Monmouth University","A","6/22/18","6/25/18","339","lv","2018","11/6/18","Jay Webber","New Jersey","34","11","3411","Tom Malinowski","Jay Webber","47","c(39.5, 39)"
"1180","Greenberg Quinlan Rosner",NA,"GQR","B","6/20/18","6/25/18","500","lv","2018","11/6/18","Leonard Lance","New Jersey","34","07","3407","Andrew Janz","Leonard Lance","41","45"
"1181","PPP","End Citizens United","Public Policy Polling","A-","6/22/18","6/24/18","632","lv","2018","11/6/18","Devin Nunes","California","06","22","0622","Jennifer T. Wexton","Devin Nunes","49","49"
"1182","Monmouth U.",NA,"Monmouth University","A","6/21/18","6/24/18","400","v","2018","11/6/18","Barbara J. Comstock","Virginia","51","10","5110","Jennifer T. Wexton","Barbara J. Comstock","c(50, 51, 51)","39"
"1183","Monmouth U.",NA,"Monmouth University","A","6/21/18","6/24/18","338","lv","2018","11/6/18","Barbara J. Comstock","Virginia","51","10","5110","Katie Hill","Barbara J. Comstock","40","c(40.5, 40, 42)"
"1184","Global Strategy Group","League of Conservation Voters | EDF Action","Global Strategy Group","B/C","6/11/18","6/21/18","400","lv","2018","11/6/18","Stephen Knight","California","06","25","0625","Andy Kim","Stephen Knight","42","45"
"1185","Global Strategy Group","League of Conservation Voters | EDF Action","Global Strategy Group","B/C","6/11/18","6/21/18","400","lv","2018","11/6/18","Tom MacArthur","New Jersey","34","03","3403","Kendra Fershee","Tom MacArthur","22","42"
"1186","Monmouth U.",NA,"Monmouth University","A","6/14/18","6/19/18","87","v","2018","11/6/18","David B. McKinley","West Virginia","54","01","5401","Talley Sergent","David B. McKinley","33","68"
"1187","Monmouth U.",NA,"Monmouth University","A","6/14/18","6/19/18","138","v","2018","11/6/18","Alexander X. Mooney","West Virginia","54","02","5402","Richard Neece Ojeda","Alexander X. Mooney","43","51"
"1188","Monmouth U.",NA,"Monmouth University","A","6/14/18","6/19/18","428","v","2018","11/6/18","Carol Miller","West Virginia","54","03","5403","Richard Neece Ojeda","Carol Miller","c(47, 48)","41"
"1189","Monmouth U.",NA,"Monmouth University","A","6/14/18","6/19/18","343","lv","2018","11/6/18","Carol Miller","West Virginia","54","03","5403","Kendra Fershee","Carol Miller","c(24, 24)","c(41, 39)"
"1190","Monmouth U.",NA,"Monmouth University","A","6/14/18","6/19/18","72","lv","2018","11/6/18","David B. McKinley","West Virginia","54","01","5401","Talley Sergent","David B. McKinley","c(38, 38)","c(72, 72)"
"1191","Monmouth U.",NA,"Monmouth University","A","6/14/18","6/19/18","112","lv","2018","11/6/18","Alexander X. Mooney","West Virginia","54","02","5402","Carolyn Long","Alexander X. Mooney","37","c(52, 52)"
"1192","Lake Research",NA,"Lake Research Partners","A/B","6/14/18","6/18/18","500","lv","2018","11/6/18","Jaime Herrera Beutler","Washington","53","03","5303","Ben McAdams","Jaime Herrera Beutler","39","42"
"1193","University of Utah","Hinckley Institute of Politics | The Salt Lake Tribune","University of Utah",NA,"6/11/18","6/18/18","379","rv","2018","11/6/18","Mia B. Love","Utah","49","04","4904","Shireen Ghorbani","Mia B. Love","24","45"
"1194","University of Utah","Hinckley Institute of Politics | The Salt Lake Tribune","University of Utah",NA,"6/11/18","6/18/18","147","rv","2018","11/6/18","Chris Stewart","Utah","49","02","4902","Debra A. Haaland","Chris Stewart","47","48"
"1195","Carroll Strategies",NA,"Carroll Strategies","C/D","6/15/18","6/16/18","419","lv","2018","11/6/18","Janice E. Arnold-Jones","New Mexico","35","01","3501","Xochitl Torres Small","Janice E. Arnold-Jones","34.7","42.7"
"1196","Carroll Strategies",NA,"Carroll Strategies","C/D","6/15/18","6/16/18","334","lv","2018","11/6/18","Yvette Herrell","New Mexico","35","02","3502","Ben Ray Luján","Yvette Herrell","58.1","48.5"
"1197","Carroll Strategies",NA,"Carroll Strategies","C/D","6/15/18","6/16/18","446","lv","2018","11/6/18","Jerald Steve McFall","New Mexico","35","03","3503","Danny O'Connor","Jerald Steve McFall","35","30"
"1198","JMC Analytics",NA,"JMC Analytics","B/C","6/13/18","6/16/18","500","lv","2018","8/7/18","Troy Balderson","Ohio","39","12","3912","Mac Schneider","Troy Balderson","35","46"
"1199","Mason-Dixon","Valley News Live","Mason-Dixon Polling & Strategy","A-","6/13/18","6/15/18","625","rv","2018","11/6/18","Kelly Armstrong","North Dakota","38","01","3801","Ami Bera","Kelly Armstrong","50","46"
"1200","POS",NA,"Public Opinion Strategies","A-","6/12/18","6/14/18","400","lv","2018","11/6/18","Andrew Grant","California","06","07","0607","Kathleen Williams","Andrew Grant","49","41"
